Irrg_No,Seed_Not_Improved,Damage_Yes,Dreason_Insects,Dreason_Toolittle_rain,Dreason_Toomuch_rain,Dmeasure_Yes,Dmtype_NonChemical,Dmchem_Fungicide,Fert_Yes,Fert_No,Ferttype_Natural,Ferttype_Chemical,Ferttype_Both,D22a_DAP,D22a_Urea_DAP,D22a_Urea_NPS,D23_Manure,Area,Yield,Irrg_No
0.09947432268499798,0.1048158640226629,0.05119774542038516,0.006544502617801047,0.043685464654487687,0.037993920972644375,0.10227272727272728,0.1017988552739166,0.0,0.1077943615257048,0.05812973883740522,0.10720720720720721,0.037914691943127965,0.07100591715976332,0.07116104868913858,0.03364969801553063,0.0,0.11349693251533743,0.6894835720178237,0.3436949884671354,0.09947432268499798
0.3348160129397493,0.32092270335896395,0.257867543447628,0.017015706806282723,0.3796664019062748,0.00303951367781155,0.33969155844155846,0.3152085036794767,0.0,0.36594803758982863,0.15332771693344566,0.17207207207207206,0.26066350710900477,0.38658777120315585,0.052434456928838954,0.37791199309749784,0.0,0.2044989775051125,0.8694747619215712,0.31465450114732496,0.3348160129397493
0.5855236554791751,0.5892351274787536,0.41333959605448567,0.29188481675392675,0.27243844320889593,0.05623100303951368,0.5799512987012988,0.5322976287816844,0.0,0.6097291321171918,0.3032855939342881,0.5837837837837838,0.233175355450237,0.38658777120315585,0.0449438202247191,0.35202761000862814,0.0,0.5828220858895706,0.49672530925956937,0.15617281677363679,0.5855236554791751
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000552791597567717,0.0,0.0009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0010224948875255625,0.12404450120004445,0.2526963926326615,0.0
0.07804286291953093,0.07851072440307567,0.055425082198215125,0.06413612565445026,0.03494837172359015,0.007598784194528876,0.07873376623376624,0.05478331970564186,0.05405405405405406,0.09839690436705362,0.014321819713563605,0.016216216216216217,0.1165876777251185,0.07297830374753451,0.08239700374531836,0.052631578947368425,0.13178294573643412,0.026584867075664625,0.8540710210843185,0.3215257720247635,0.07804286291953093
0.07238172260412455,0.07284500202347227,0.02207609206200094,0.010471204188481676,0.005559968228752979,0.00911854103343465,0.0726461038961039,0.06909239574816026,0.0,0.046987285793255944,0.08087615838247683,0.02972972972972973,0.04265402843601896,0.013806706114398423,0.0,0.04227782571182054,0.0,0.03885480572597137,0.7182105087716105,0.27718366428713803,0.07238172260412455
0.0004043671653861706,0.0004046944556859571,0.0009394081728511038,0.0,0.0015885623510722795,0.0,0.003246753246753247,0.0004088307440719542,0.0,0.000552791597567717,0.0008424599831508003,0.0009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0010224948875255625,0.0,0.3934925705248272,0.0004043671653861706
0.32996360695511523,0.330230675839741,0.20385157350868954,0.08900523560209425,0.013502779984114376,0.0364741641337386,0.32345779220779225,0.31766148814390843,0.0,0.39303482587064675,0.09014321819713562,0.5261261261261261,0.054976303317535544,0.13609467455621302,0.07116104868913858,0.08714408973252805,0.0,0.5766871165644172,0.8681510265307195,0.3455425416867326,0.32996360695511523
0.04609785685402345,0.04573047349251315,0.011272898074213247,0.006544502617801047,0.004765687053216838,0.0,0.04545454545454546,0.04538021259198692,0.0,0.017689331122166942,0.06992417860151642,0.021621621621621623,0.007582938388625593,0.0,0.026217228464419477,0.0,0.0,0.023517382413087935,0.6758711160308873,0.27070885662931565,0.04609785685402345
0.008491710473109582,0.0084985835694051,0.0028182245185533117,0.002617801047120419,0.0,0.0,0.007711038961038962,0.0073589533932951765,0.013513513513513514,0.0038695411829740185,0.012636899747262004,0.006306306306306306,0.0,0.0,0.0,0.0,0.0,0.0071574642126789375,0.26651592131466767,0.5708807594453307,0.008491710473109582
1.0,1.0,1.0,1.0,0.9999999999999999,0.02127659574468085,1.0000000000000002,1.0,0.0,1.0,0.5812973883740522,1.0,0.38009478672985786,0.5857988165680473,0.4794007490636704,0.4400345125107852,0.0,1.0,0.8569662526483428,0.26762561554836506,1.0
0.5855236554791751,0.5892351274787536,0.41333959605448567,0.29188481675392675,0.27243844320889593,0.05623100303951368,0.5799512987012988,0.5322976287816844,0.0,0.6097291321171918,0.3032855939342881,0.5837837837837838,0.233175355450237,0.38658777120315585,0.0449438202247191,0.35202761000862814,0.0,0.5828220858895706,0.8630227674136457,0.2400396207086586,0.5855236554791751
0.015365952284674482,0.015378389316066372,0.0028182245185533117,0.0,0.0007942811755361397,0.0,0.015422077922077924,0.013900245298446443,0.0,0.017689331122166942,0.005897219882055602,0.006306306306306306,0.016113744075829384,0.015779092702169626,0.0,0.019844693701466784,0.003875968992248062,0.015337423312883437,0.5669876468290704,0.3624221173909338,0.015365952284674482
0.3048928427011727,0.30716309186564145,0.05918271488961954,0.017015706806282723,0.008737092930897538,0.02127659574468085,0.30560064935064934,0.23957481602616518,0.013513513513513514,0.3355444997236042,0.12889637742207244,0.09549549549549549,0.4445497630331754,0.0631163708086785,0.7977528089887641,0.2010353753235548,0.0,0.13701431492842536,0.9565271466845222,0.36823796672454234,0.3048928427011727
0.01819652244237768,0.018211250505868068,0.005636449037106623,0.0013089005235602095,0.0007942811755361397,0.004559270516717325,0.018262987012987016,0.017988552739165983,0.0,0.01990049751243781,0.008424599831508003,0.013513513513513514,0.017061611374407582,0.00591715976331361,0.0,0.0181190681622088,0.0,0.016359918200409,0.5123712052402589,0.33706843439173073,0.01819652244237768
0.017387788111605337,0.017401861594496155,0.0018788163457022077,0.0,0.0007942811755361397,0.0,0.017045454545454548,0.016762060506950123,0.0,0.017136539524599224,0.010951979780960405,0.014414414414414415,0.009478672985781991,0.009861932938856016,0.0,0.012942191544434859,0.0,0.016359918200409,0.5928953930908546,0.3262095334667392,0.017387788111605337
0.29801860088960774,0.2986645082962363,0.11977454203851574,0.011780104712041885,0.10166799046862589,0.0060790273556231,0.2978896103896104,0.22281275551921506,0.0945945945945946,0.3189607517965727,0.13647851727042964,0.11441441441441441,0.38483412322274885,0.08875739644970415,0.6591760299625469,0.1984469370146678,0.0,0.16155419222903886,0.9487769247524325,0.31686046594443695,0.29801860088960774
0.04084108370400323,0.04087414002428166,0.008454673555659934,0.007853403141361258,0.0,0.007598784194528876,0.04058441558441559,0.03515944399018806,0.02702702702702703,0.04754007739082366,0.013479359730412805,0.02972972972972973,0.03127962085308057,0.03944773175542406,0.04868913857677903,0.03278688524590164,0.0,0.02044989775051125,0.7094021406787481,0.2901116123143015,0.04084108370400323
0.6170642943792963,0.5714285714285715,0.2738374823860968,0.03926701570680628,0.015091342335186655,0.48936170212765956,0.5884740259740261,0.5834014717906787,0.08108108108108109,0.6810392482034273,0.2552653748946925,0.45765765765765765,0.4483412322274882,0.504930966469428,0.47191011235955055,0.3994823123382226,0.0,0.45092024539877307,0.8909917613170195,0.29279847489885835,0.6170642943792963
0.0715729882733522,0.07163091865641441,0.026303428839830906,0.0,0.011914217633042096,0.0,0.06574675324675325,0.06623058053965658,0.0,0.07573244886677723,0.03454085930918281,0.015315315315315315,0.0909952606635071,0.045364891518737675,0.0149812734082397,0.0638481449525453,0.0,0.011247443762781187,0.6639798445206306,0.3746663920358264,0.0715729882733522
0.35018196522442374,0.35329825981384055,0.29450446218882104,0.21204188481675393,0.06751389992057188,0.11094224924012158,0.35349025974025977,0.3331970564186427,0.0,0.43836373687119956,0.06992417860151642,0.5342342342342342,0.06540284360189573,0.2603550295857988,0.018726591760299626,0.14667817083692838,0.0,0.474437627811861,0.8600021522351855,0.2951448368899059,0.35018196522442374
0.24545086938940558,0.24564953460137598,0.17332080789102866,0.003926701570680629,0.20969023034154088,0.001519756838905775,0.23863636363636365,0.20155355682747345,0.013513513513513514,0.05583195135433941,0.42796967144060655,0.09099099099099099,0.0,0.0019723865877712033,0.0,0.0,0.0,0.08384458077709613,0.9575199711089537,0.3674068182611737,0.24545086938940558
0.24747270521633644,0.24888709024686365,0.24142790042273368,0.003926701570680629,0.3804606830818109,0.0,0.23944805194805197,0.18969746524938677,0.0,0.22056384742951907,0.18365627632687445,0.06036036036036036,0.3023696682464455,0.027613412228796846,0.7303370786516854,0.10612597066436584,0.0,0.07055214723926381,0.9432485049720774,0.3226982087097383,0.24747270521633644
0.0703598867771937,0.07041683528935654,0.02160638797557539,0.011780104712041885,0.008737092930897538,0.00303951367781155,0.06493506493506493,0.06541291905151267,0.0,0.08347153123272526,0.02106149957877001,0.025225225225225224,0.07582938388625593,0.08481262327416174,0.00749063670411985,0.050043140638481455,0.0,0.015337423312883437,0.6978491864647723,0.269496504817729,0.0703598867771937
0.07925596441568944,0.07851072440307567,0.02207609206200094,0.010471204188481676,0.007942811755361398,0.00911854103343465,0.0689935064935065,0.06909239574816026,0.0,0.06688778330569375,0.06402695871946082,0.036936936936936934,0.037914691943127965,0.07889546351084813,0.04119850187265918,0.025021570319240728,0.0,0.02044989775051125,0.7117709012486542,0.3525072298764925,0.07925596441568944
0.13182369591589163,0.132335087009308,0.07421324565523721,0.044502617801047126,0.04447974583002383,0.0121580547112462,0.13271103896103897,0.1009811937857727,0.12162162162162163,0.150359314538419,0.047177759056444814,0.06396396396396396,0.14786729857819905,0.08875739644970415,0.06741573033707865,0.027610008628127698,0.4573643410852713,0.052147239263803685,0.7738159236638347,0.32455291446206014,0.13182369591589163
0.028710068742418115,0.028733306353702952,0.010333489901362142,0.005235602094240838,0.009531374106433677,0.0,0.02840909090909091,0.02820932134096484,0.0,0.012161415146489774,0.04212299915754002,0.014414414414414415,0.005687203791469194,0.0,0.0,0.0051768766177739435,0.0,0.013292433537832313,0.8639469666058388,0.28960841551479,0.028710068742418115
0.5843105539830166,0.5876163496560097,0.22968529826209488,0.013089005235602094,0.0818109610802224,0.39209726443768994,0.5799512987012988,0.5629599345870809,0.0,0.6666666666666666,0.20893007582139847,0.4927927927927928,0.3251184834123223,0.6232741617357003,0.7602996254681648,0.3753235547886109,0.0,0.5858895705521473,0.9072185019095171,0.32751684818491056,0.5843105539830166
0.26607359482410026,0.2675030352084176,0.11178957256928136,0.043193717277486915,0.006354249404289118,0.15045592705167174,0.268262987012987,0.22649223221586265,0.08108108108108109,0.29961304588170257,0.10109519797809603,0.0972972972972973,0.29383886255924174,0.2445759368836292,0.10486891385767791,0.2467644521138913,0.2945736434108527,0.11247443762781187,0.8615753508186779,0.3089032729087583,0.26607359482410026
0.08693894055802669,0.08619991906110887,0.017848755284170972,0.007853403141361258,0.010325655281969817,0.0,0.0872564935064935,0.06459525756336877,0.02702702702702703,0.04145936981757877,0.11878685762426285,0.023423423423423424,0.04265402843601896,0.009861932938856016,0.0149812734082397,0.03451251078515962,0.0,0.017382413087934562,0.7870554061259885,0.35902252883774577,0.08693894055802669
0.028710068742418115,0.028733306353702952,0.010333489901362142,0.005235602094240838,0.009531374106433677,0.0,0.02840909090909091,0.02820932134096484,0.0,0.012161415146489774,0.04212299915754002,0.014414414414414415,0.005687203791469194,0.0,0.0,0.0051768766177739435,0.0,0.013292433537832313,0.5003461377886055,0.21813384711858783,0.028710068742418115
0.2737565709664375,0.26345609065155806,0.09112259276655707,0.02356020942408377,0.03097696584590945,0.07598784194528875,0.2564935064935065,0.2534750613246116,0.0,0.26533996683250416,0.16680707666385847,0.044144144144144144,0.4,0.015779092702169626,0.5955056179775281,0.22433132010353754,0.0,0.04601226993865031,0.9290645810765408,0.27585700352333575,0.2737565709664375
0.02507076425394258,0.024686361796843383,0.016439643024894316,0.017015706806282723,0.007148530579825257,0.0,0.024756493506493508,0.02452984464431725,0.0,0.007739082365948037,0.041280539174389216,0.012612612612612612,0.0,0.0,0.0,0.0,0.0,0.0081799591002045,0.5329569859736801,0.09282161792731639,0.02507076425394258
0.0372017792155277,0.03763658437879401,0.02677313292625646,0.0,0.042891183478951544,0.0,0.0377435064935065,0.037203597710547834,0.0,0.04588170259812051,0.009267059814658803,0.05405405405405406,0.008530805687203791,0.027613412228796846,0.003745318352059925,0.0060396893874029335,0.0,0.0572597137014315,0.6923699902241139,0.27986606019684657,0.0372017792155277
0.08208653457339264,0.08255766895993524,0.06106153123532175,0.007853403141361258,0.09531374106433677,0.0,0.07670454545454546,0.06909239574816026,0.013513513513513514,0.0685461580983969,0.06823925863521482,0.05405405405405406,0.04265402843601896,0.037475345167652864,0.07865168539325842,0.022433132010353754,0.0,0.048057259713701436,0.76730885865476,0.2691936786771305,0.08208653457339264
0.5855236554791751,0.5892351274787536,0.41333959605448567,0.29188481675392675,0.27243844320889593,0.05623100303951368,0.5799512987012988,0.5322976287816844,0.0,0.6097291321171918,0.3032855939342881,0.5837837837837838,0.233175355450237,0.38658777120315585,0.0449438202247191,0.35202761000862814,0.0,0.5828220858895706,0.8110761981894365,0.24301031710518126,0.5855236554791751
0.2903356247472705,0.28409550789154187,0.25833724753405357,0.002617801047120419,0.39952343129467827,0.0,0.2804383116883117,0.22485690923957483,0.0,0.1857379767827529,0.32603201347935973,0.21441441441441442,0.08056872037914692,0.025641025641025644,0.26591760299625467,0.01898188093183779,0.0,0.25255623721881393,0.9728786572689212,0.3625552115100591,0.2903356247472705
0.2976142337242216,0.27762039660056653,0.15406294034758103,0.0013089005235602095,0.18506751389992057,0.022796352583586626,0.2987012987012987,0.26124284546197873,0.04054054054054054,0.3852957435046987,0.037910699241786014,0.051351351351351354,0.39620853080568724,0.4378698224852071,0.1310861423220974,0.2553925798101812,1.0426356589147288,0.11758691206543968,0.906223512501831,0.35840292214253267,0.2976142337242216
0.16538617064294378,0.16511533791987051,0.10662282761860029,0.04973821989528796,0.05957108816521048,0.0060790273556231,0.16801948051948054,0.14758789860997548,0.0,0.21061359867330015,0.02948609941027801,0.17747747747747747,0.054976303317535544,0.24852071005917162,0.0898876404494382,0.11993097497842968,0.01937984496124031,0.2893660531697342,0.9048835077225363,0.41890912195406704,0.16538617064294378
0.029518803073190457,0.02954269526507487,0.0004697040864255519,0.0,0.0,0.0,0.029220779220779224,0.029435813573180702,0.0,0.02874516307352128,0.018534119629317607,0.03873873873873874,0.008530805687203791,0.0,0.0,0.0060396893874029335,0.0,0.029652351738241312,0.5648938717666934,0.27316589603608576,0.029518803073190457
0.547513141932875,0.5536220153783894,0.4415218412400188,0.0,0.6973788721207307,0.0182370820668693,0.5535714285714287,0.5494685200327065,0.0,0.6340519624101714,0.18871103622577926,0.736936936936937,0.17535545023696683,0.2879684418145957,0.5468164794007491,0.1285591026747196,0.0,0.6288343558282209,0.891117688153416,0.29454997363577806,0.547513141932875
0.3178325919935301,0.31282881424524484,0.1503053076561766,0.04973821989528796,0.08339952343129467,0.0,0.3181818181818182,0.3058053965658218,0.013513513513513514,0.3786622443338861,0.08761583824768324,0.4603603603603604,0.06445497630331753,0.21696252465483234,0.09363295880149813,0.11993097497842968,0.0,0.4969325153374234,0.8807743437112823,0.35978867252120106,0.3178325919935301
0.017387788111605337,0.017401861594496155,0.009394081728511038,0.013089005235602094,0.004765687053216838,0.0,0.017045454545454548,0.017170891251022075,0.0,0.006080707573244887,0.02780117944397641,0.009009009009009009,0.0009478672985781991,0.0,0.0,0.0,0.0,0.010224948875255624,0.5327046823497237,0.23285622779840118,0.017387788111605337
